N,P,K,temperature,humidity,pH,rainfall,state,crop
65.0,58.0,40.0,23.74559761,80.69430651,6.94984392,284.29524112,Bihar,ridgegourd
93.0,38.0,19.0,22.69081782,66.04763321,5.69143499,90.45005356,Telangana,peas
60.0,44.0,35.0,18.21353825,76.1449653,6.76772379,260.53698641,Madhya Pradesh,hybridcumbu
88.0,53.0,42.0,26.60573734,59.00098093,7.06477107,159.06343447,Odisha,sweetpumpkin
72.0,48.0,44.0,25.88866128,73.38776607,7.40104841,75.1954028,Punjab,blackgram
99.0,54.0,28.0,26.70909234,61.23344946,7.96827232,281.54188858,Uttarakhand,sapota
91.0,58.0,42.0,26.85387549,77.09950509,5.57659653,178.22533521,Uttarakhand,horsegram
95.0,36.0,29.0,23.19658499,70.31136428,7.01753651,161.62456725,Telangana,grapes
82.0,59.0,29.0,25.05939164,66.15319025,5.33428507,206.59922448,Uttar Pradesh,mothbeans
74.0,46.0,23.0,26.36586264,66.93480714,6.84536656,182.97270958,Uttarakhand,moongdal
85.0,42.0,22.0,25.43243312,83.57348822,5.17563723,160.47016064,Goa,lime
68.0,41.0,24.0,24.9505495,60.2204698,5.98707555,67.75655375,Jharkhand,blackgram
97.0,45.0,17.0,18.60326663,57.34205233,6.23142131,229.06768721,Arunachal Pradesh,corrianderseed
78.0,42.0,26.0,20.32567982,83.16012539,5.46442075,188.24747672,Uttarakhand,sugar
69.0,39.0,37.0,25.28756112,74.49990217,6.71828075,79.54815955,Gujarat,carrot
94.0,56.0,42.0,26.70021291,63.88174512,7.77810113,236.09774282,Arunachal Pradesh,garlic
90.0,59.0,28.0,22.66683139,63.31869934,6.17015712,131.44478817,Tamil Nadu,nigerseed
94.0,53.0,44.0,20.16096606,66.03579697,7.17699317,91.69952584,Assam,horsegram
79.0,54.0,28.0,25.74984301,83.6796998,6.3715029,214.37038035,Madhya Pradesh,gingellyoil
83.0,56.0,34.0,20.10389978,82.37699933,7.48773403,280.5244619,Haryana,bottlegourd
92.0,47.0,25.0,20.13152917,83.04656028,6.02706184,102.99035189,Bihar,castorseed
99.0,59.0,31.0,22.8002906,80.28170295,7.16698611,263.00045211,Himachal Pradesh,groundnut
97.0,51.0,41.0,23.62527918,60.37005324,5.77653686,166.97132732,Assam,copra
65.0,52.0,19.0,20.53593455,62.25891798,6.30986601,281.39024193,Meghalaya,tendercoconut
96.0,49.0,36.0,22.21220103,64.97523762,5.40271316,207.78782884,Tamil Nadu,coconut
100.0,37.0,16.0,23.62215118,66.03909118,5.25121495,138.18477418,Gujarat,corrianderseed
61.0,39.0,40.0,21.53341072,72.89427571,7.75651074,94.09423374,Gujarat,turdal
60.0,46.0,18.0,18.28770299,84.96412552,5.86920792,85.6800376,Tamil Nadu,snakeguard
86.0,35.0,35.0,23.00659618,71.61344363,5.4337123,123.96264267,Rajasthan,chanadal
79.0,45.0,42.0,20.10481864,59.33894361,5.65367672,69.52997381,Maharashtra,bittergourd
85.0,50.0,35.0,19.30947721,80.74648673,7.44512713,96.8007877,Uttar Pradesh,seam
96.0,36.0,33.0,19.69060527,73.82936046,6.38421033,223.20033663,West Bengal,zizyphus
67.0,44.0,29.0,21.51806769,59.91948635,5.17453134,167.07713956,West Bengal,seam
86.0,40.0,20.0,21.22867313,56.11538347,7.42166897,196.21167039,Manipur,greengram
71.0,54.0,23.0,23.91682514,68.31163874,5.36573444,247.42508413,Madhya Pradesh,watermelon
96.0,41.0,45.0,22.97661153,73.89620534,7.97156862,151.50048637,Madhya Pradesh,lime
91.0,52.0,17.0,20.88816716,61.95158276,5.56242433,246.62703571,Manipur,knoolkhol
81.0,48.0,16.0,19.04551841,74.30294767,6.4470413,108.33768346,Madhya Pradesh,ridgegourd
78.0,47.0,22.0,19.39105491,69.16644916,7.49591292,95.55691062,Gujarat,muskmelon
63.0,47.0,16.0,19.24311371,57.11538427,5.32016289,193.04568969,Karnataka,greenpeas
77.0,57.0,21.0,21.75709354,65.49963056,6.15177191,266.3861629,Chhattisgarh,coconutoil
94.0,47.0,31.0,22.91690756,73.34054509,6.33112469,223.795838,Sikkim,watermelon
92.0,50.0,28.0,22.09598538,58.09810034,7.75247434,250.84728911,Odisha,amaranthus
79.0,48.0,39.0,23.33971573,66.88095264,7.66987839,195.80438744,Haryana,maidaatta
94.0,52.0,19.0,21.99393388,80.52604156,6.20481161,254.26239597,Sikkim,tapioca
80.0,45.0,17.0,25.47897171,75.52622607,7.35076769,122.65666327,Manipur,gingellyoil
70.0,54.0,37.0,24.21206875,82.10136021,7.36998694,293.50335656,Sikkim,sugar
75.0,57.0,39.0,24.16432976,77.04630865,6.54549348,64.69947024,Maharashtra,blackpepper
67.0,54.0,36.0,24.66089409,58.35513766,6.37932834,217.45251791,Gujarat,suvarnagadde
97.0,52.0,32.0,20.77680577,64.95314366,6.13559589,89.40455806,Goa,muskmelon
71.0,37.0,39.0,21.7429868,78.18035404,6.30849839,131.57525025,Chhattisgarh,capsicum
79.0,45.0,35.0,25.41286048,76.16277156,7.58393541,275.45585904,Tripura,guar
86.0,43.0,35.0,22.67487252,79.65753889,5.30576183,118.74926936,Uttar Pradesh,elephantyam
87.0,56.0,38.0,21.56676505,81.36997248,6.4431567,236.96165817,Tripura,coconut
70.0,48.0,41.0,21.82023654,65.0815356,7.40208306,187.14121022,Gujarat,gingellyoil
91.0,58.0,24.0,23.13893839,61.75264618,5.10161623,233.34872295,Karnataka,beans
81.0,50.0,19.0,21.0745534,55.34895665,7.06587871,292.23220875,Karnataka,mushrooms
81.0,41.0,31.0,20.75618577,63.20393614,6.95181356,78.8786486,Bihar,coffee
95.0,41.0,37.0,26.86166443,72.72165669,7.8869165,110.43133618,Sikkim,lentil
88.0,50.0,15.0,19.76718256,66.53081166,7.69611109,299.41372379,Gujarat,leafyvegetable
67.0,44.0,29.0,21.09389003,67.72648451,5.92995873,295.70600483,Telangana,raddish
93.0,53.0,38.0,19.09321718,84.86570736,7.62453869,186.74572066,Uttarakhand,greenbanana
76.0,46.0,34.0,24.3843233,83.14550837,6.74654871,84.03918679,Odisha,guar
94.0,57.0,19.0,19.03719019,77.70958417,6.66168952,73.59058537,Tripura,tobacco
84.0,41.0,38.0,20.83495598,61.4005716,7.0676602,242.60436373,Maharashtra,amphophalus
99.0,47.0,19.0,22.53031565,55.48860142,6.04878615,264.32446589,Goa,fish
85.0,38.0,24.0,18.71135422,57.23500327,5.02777616,132.3977053,Tripura,bengalgram
92.0,47.0,25.0,21.85166903,72.76733088,5.88298662,229.69921557,Chhattisgarh,coconutseed
90.0,41.0,33.0,24.73508396,56.62533891,7.13906183,98.21725739,Himachal Pradesh,mustardoil
96.0,48.0,30.0,18.65104166,70.80316429,7.79623215,100.70198613,Punjab,amorphophallus
94.0,58.0,21.0,19.86496744,76.43463422,5.4123526,117.57326507,Meghalaya,beetroot
90.0,55.0,24.0,20.21852558,56.83898215,5.39715193,191.90666762,Maharashtra,ladiesfinger
91.0,53.0,29.0,22.38736254,80.62393885,7.16606473,274.85203131,Andhra Pradesh,muskmelon
63.0,58.0,37.0,22.61113761,56.88901844,6.86654941,102.66629562,Punjab,chillycapsicum
68.0,59.0,20.0,19.05275765,82.85056615,6.06906616,251.56057552,Telangana,drychillies
78.0,36.0,38.0,20.40885873,75.07023559,7.54824483,285.71635198,Bihar,betalleaves
96.0,48.0,39.0,22.74068946,55.1027243,6.74339713,109.4458294,West Bengal,seemebadnekai
77.0,39.0,17.0,22.46353756,81.61978925,6.85506646,221.86976849,Bihar,banana
88.0,43.0,27.0,25.45324193,71.58390366,5.62398704,89.53939838,Karnataka,tinda
94.0,50.0,39.0,18.5904948,73.60439895,6.59946967,76.59568487,Chhattisgarh,cauliflower
65.0,44.0,42.0,18.48277278,82.16709981,6.60195497,200.29928995,Assam,bengalgram
71.0,38.0,17.0,24.03078636,60.5440888,6.43620826,138.79579566,Himachal Pradesh,hybridcumbu
98.0,40.0,18.0,22.10559037,55.51545368,5.8112915,262.40939397,Bihar,wheat
97.0,38.0,44.0,18.92527466,58.27618756,7.00173263,285.9150087,Rajasthan,rice
86.0,38.0,25.0,21.63017013,67.72883349,7.23863084,279.1747779,Haryana,wheatatta
78.0,46.0,20.0,23.97684826,71.31615422,7.16171142,127.95242925,Bihar,lentil
78.0,44.0,30.0,24.14020771,67.22613576,5.32848604,225.14901515,Tripura,wood
94.0,50.0,36.0,21.27317793,71.57821651,5.83189402,246.75567456,Chhattisgarh,elephantyam
85.0,36.0,25.0,23.71498517,78.80291633,6.69181511,103.71867087,Uttar Pradesh,mungbean
61.0,44.0,19.0,23.58278768,79.93265702,5.69179827,197.0505792,Uttarakhand,turdal
70.0,59.0,35.0,25.11144009,59.78086237,6.31775472,101.88561911,Andhra Pradesh,methileaves
86.0,60.0,41.0,20.80890768,76.27700608,6.75911957,146.97928872,Bihar,onion
82.0,51.0,28.0,23.52209622,71.26545015,6.97139857,203.23870252,Telangana,potato
90.0,35.0,38.0,20.08504059,61.21347112,7.25551775,223.60143271,Assam,groundnut
63.0,59.0,22.0,18.39592552,69.72848505,7.17205965,73.87298671,Telangana,pear
62.0,42.0,31.0,25.89587391,79.90179253,5.42606398,94.32049422,Karnataka,sweetpumpkin
78.0,54.0,21.0,22.65025324,72.90198608,7.74504612,192.01648538,Assam,coffee
61.0,56.0,37.0,19.51033179,58.28604391,5.53173222,216.14556752,Meghalaya,kinnow
94.0,48.0,25.0,20.0723818,74.55617941,7.60835022,297.50814852,Haryana,wheatatta
75.0,58.0,33.0,18.04150936,63.17759286,5.46219771,151.06069693,Bihar,littlegourd
91.0,43.0,42.0,18.3628825,65.02251759,5.40180339,234.42324355,Himachal Pradesh,frenchbeans
71.0,40.0,16.0,21.07553059,55.46598813,7.6027323,99.98362101,Nagaland,guar
83.0,60.0,35.0,18.66384922,65.69005578,5.57412587,265.06680214,Himachal Pradesh,garlic
67.0,39.0,44.0,26.11440255,80.4105702,7.74821997,133.10129273,Himachal Pradesh,ragi
82.0,48.0,34.0,18.81850493,78.19465583,5.14157428,118.10014058,Assam,pigeonpeas
60.0,47.0,40.0,21.85337593,70.75157427,7.97454646,207.66825014,Arunachal Pradesh,turdal
83.0,52.0,23.0,18.90182453,79.37060202,7.43552255,279.26201263,West Bengal,chillycapsicum
61.0,41.0,27.0,19.69522974,82.82884002,6.83906556,161.95274072,Arunachal Pradesh,amaranthus
69.0,50.0,28.0,20.78286129,84.57292561,5.81597066,284.34953689,Tamil Nadu,sesamum
82.0,47.0,31.0,22.26315556,63.65529998,7.15976023,146.43693218,Meghalaya,elephatyam
69.0,38.0,41.0,25.45725489,62.58415393,5.69436492,285.57382304,Tamil Nadu,chholia
71.0,51.0,39.0,25.31217922,64.67807148,5.2432472,93.44984444,Gujarat,redgram
61.0,50.0,43.0,23.97320376,77.55607394,7.25894888,202.03032011,Assam,coconutoil
97.0,56.0,45.0,18.25815136,76.91826689,6.67420708,77.07382372,West Bengal,rubber
84.0,60.0,34.0,24.59967049,67.99053274,6.18602366,247.0609936,Kerala,methileaves
79.0,59.0,41.0,21.26800431,75.83694148,5.04001525,166.73877326,West Bengal,mango
83.0,36.0,36.0,21.36630498,72.86364433,5.31647756,180.58925909,Rajasthan,thinai
80.0,49.0,23.0,20.34306739,58.35038821,6.87576869,175.13407812,Tamil Nadu,cauliflower
72.0,58.0,33.0,25.95058145,77.06282831,6.36859542,299.40081485,Maharashtra,pumpkin
63.0,51.0,38.0,25.58872005,84.74693137,7.24059854,202.86753671,Punjab,grapes
96.0,50.0,22.0,21.75537913,76.80788885,6.79190029,147.95411118,Gujarat,cashewnuts
98.0,53.0,15.0,26.54789762,57.56078037,7.79662286,201.21368223,Chhattisgarh,hybridcumbu
82.0,55.0,32.0,18.555001,56.04299138,6.3600694,211.71810137,Jharkhand,turnip
95.0,50.0,38.0,22.3903678,69.89690681,6.05207182,95.57214641,Andhra Pradesh,beetroot
98.0,56.0,18.0,20.59741573,81.60397516,7.81503145,180.92072969,Nagaland,kidneybeans
77.0,40.0,21.0,23.56247971,81.11243617,7.783764,138.07696055,Mizoram,brokenrice
73.0,48.0,17.0,20.48172046,55.20872767,7.55088498,293.35662044,Rajasthan,beans
72.0,53.0,18.0,18.09269694,68.24104484,6.01919968,255.80225169,Chhattisgarh,barley
76.0,53.0,20.0,24.88898133,69.87076127,7.10788072,209.61906323,Punjab,fish
65.0,52.0,44.0,20.93600731,65.42425371,5.77096137,213.09391665,Meghalaya,muskmelon
82.0,49.0,44.0,18.03386595,84.01097238,6.95426538,144.73681985,Haryana,pumpkin
77.0,59.0,40.0,21.26271165,69.57466055,7.51648957,247.88507423,Jharkhand,coconutseed
93.0,43.0,22.0,23.71862873,73.7960536,5.85911954,142.40267385,Sikkim,muskmelon
60.0,58.0,33.0,18.79004605,81.74379782,6.08213882,107.37803935,Nagaland,rajgir
72.0,50.0,38.0,21.89706238,69.94154375,6.5431815,211.82630595,Himachal Pradesh,sugar
97.0,44.0,27.0,26.53676978,81.03324441,7.75972279,230.45437889,Nagaland,masurdal
91.0,38.0,32.0,24.18859338,84.9470954,5.14131509,230.42994184,Mizoram,spinach
84.0,51.0,25.0,21.315352,55.64217497,5.91345437,251.54899155,Tripura,bajra
62.0,55.0,24.0,22.91249104,78.13840828,5.36165206,107.60775943,Manipur,dusterbeans
85.0,35.0,30.0,19.40953688,63.91965968,7.98080503,82.59041339,Andhra Pradesh,coconut
67.0,40.0,33.0,22.9759527,60.31557648,7.79781182,97.83576486,Nagaland,karamani
98.0,37.0,35.0,23.26820063,78.49923415,5.33025194,254.92969444,Mizoram,dusterbeans
81.0,45.0,33.0,26.72076271,58.98433521,6.40597369,236.52549712,Rajasthan,guava
78.0,39.0,27.0,25.77493657,83.37467751,7.64126955,145.47587442,Maharashtra,ridgegourd
89.0,44.0,44.0,21.76206046,80.02786228,7.03411895,161.43670004,Manipur,coconut
92.0,49.0,28.0,24.48071284,82.48552062,6.00607314,163.99805879,Tripura,turnip
78.0,58.0,22.0,26.54244411,69.02110382,7.72419769,214.69465798,Kerala,snakeguard
84.0,57.0,16.0,26.61228667,61.45947877,5.55787142,111.96561696,Meghalaya,seam
92.0,49.0,20.0,24.07460713,76.81405229,5.08582105,267.91686966,Manipur,ridgegourd
88.0,59.0,40.0,19.04754865,72.43815686,5.89360727,164.76601783,Tripura,thinai
94.0,46.0,42.0,23.27315079,66.17549641,7.23415166,180.12878817,Tripura,parval
96.0,41.0,18.0,22.42116874,84.16579413,7.14827323,207.0315656,Telangana,jaggery
66.0,45.0,21.0,22.21158361,79.91130165,6.40114827,172.41499715,Tripura,guar
85.0,45.0,41.0,19.76222036,81.6514727,7.82048272,174.86971211,Chhattisgarh,cashewnuts
85.0,36.0,30.0,18.46512994,55.1994037,7.04939297,98.56436627,Telangana,lime
97.0,51.0,15.0,19.33931936,59.09952888,5.3512866,173.70982279,West Bengal,muskmelon
83.0,59.0,17.0,19.60262961,56.65515721,6.29202087,147.07122402,Meghalaya,coconut
82.0,54.0,16.0,24.12329756,81.1522219,6.73533803,266.58425941,Haryana,fieldpea
100.0,43.0,25.0,25.99927405,64.02449595,6.36061001,234.58673704,Mizoram,sesamum
66.0,36.0,15.0,19.54082331,61.0308661,7.99066026,202.71492361,Maharashtra,mustard
88.0,45.0,37.0,18.81767256,83.81039293,7.09222892,122.16551646,Telangana,fish
74.0,38.0,29.0,25.75536746,55.57541699,5.78061261,82.41706188,Mizoram,cotton
64.0,43.0,21.0,26.34038049,73.6921371,6.21866112,267.42000343,West Bengal,papaya
64.0,43.0,24.0,24.42891096,67.5238806,7.47747688,222.78307313,Sikkim,snakeguard
68.0,52.0,43.0,24.52769479,67.05280712,5.69544255,133.22059898,Nagaland,moongdal
68.0,41.0,17.0,20.4501486,59.4502817,6.67600034,152.71049702,Bihar,ladiesfinger
71.0,38.0,28.0,19.29973965,79.97729299,6.97297918,191.77067306,West Bengal,ragi
68.0,46.0,30.0,20.11778918,56.85266471,7.94790511,228.20794519,Haryana,leafyvegetable
96.0,58.0,39.0,26.05950116,80.01972844,6.71722505,283.0332331,Tamil Nadu,cauliflower
86.0,51.0,33.0,21.10703587,70.40109395,5.48010762,230.45798377,Jharkhand,wheatatta
60.0,38.0,44.0,18.0654074,70.85773561,7.24291743,166.38227947,Arunachal Pradesh,coriander
68.0,59.0,32.0,20.48578168,61.67850447,7.31638387,275.09014769,Haryana,pumpkin
68.0,41.0,44.0,25.40109393,61.28946775,6.17889841,212.05074042,Chhattisgarh,amla
98.0,36.0,34.0,23.17459248,84.63951028,6.29178457,71.01444153,Gujarat,longmelon
62.0,45.0,18.0,25.6243421,68.69300549,7.35732863,248.18964443,Bihar,kinnow
62.0,55.0,45.0,23.77174851,59.79898272,5.577662,265.84611029,Nagaland,turdal
70.0,59.0,37.0,26.24879195,61.40218248,5.27819486,229.76681933,Himachal Pradesh,littlegourd
73.0,40.0,17.0,23.82509387,77.56462885,5.22990439,272.03025289,Tamil Nadu,arecanut
72.0,40.0,22.0,19.70411154,72.27077031,7.80325879,76.40114912,Punjab,hybridcumbu
66.0,36.0,39.0,20.84588129,65.23237267,7.33933839,177.20488704,West Bengal,bengalgram
95.0,38.0,44.0,24.98374686,55.86165387,6.77943316,178.53194758,Rajasthan,watermelon
68.0,43.0,22.0,20.62767722,67.42435407,5.23947035,156.26819178,Assam,grapes
96.0,44.0,25.0,22.42972911,76.82593386,5.36607054,170.22217764,Uttarakhand,corrianderseed
66.0,44.0,33.0,22.27655204,75.76844899,7.62703498,216.45644833,Bihar,plum
81.0,39.0,32.0,22.05819335,78.078494,5.13921766,261.63786761,Sikkim,suvarnagadde
76.0,48.0,22.0,22.54192145,62.06870227,5.24848918,148.66854703,Karnataka,pumpkin
69.0,59.0,18.0,18.92473093,68.78025173,6.52421044,174.78142259,Mizoram,coconutseed
89.0,50.0,28.0,24.65903775,69.42434894,5.89257846,188.36794215,Punjab,greenonion
88.0,47.0,30.0,21.7686195,77.54855916,5.51695923,86.10970984,Andhra Pradesh,taramira
71.0,43.0,23.0,26.33038216,75.9782159,5.39131385,127.31340805,Kerala,varagu
83.0,55.0,39.0,18.28081492,62.65465624,7.3242196,125.01886857,Rajasthan,longmelon
94.0,53.0,15.0,22.47435096,72.15123407,5.41623324,131.50498717,Nagaland,methileaves
72.0,37.0,41.0,24.18141753,57.79960187,5.1160059,256.29576533,Nagaland,sesamum
85.0,36.0,25.0,21.44913212,71.54370048,6.80532473,222.52339928,Manipur,sapota
75.0,41.0,45.0,23.28364584,56.25693282,6.706618,169.33044538,Madhya Pradesh,ashgourd
61.0,36.0,39.0,24.17323005,77.11431616,6.33052033,196.32882402,Punjab,leafyvegetable
67.0,41.0,23.0,18.08760426,83.91458523,5.3452242,148.02418785,Gujarat,tomato
64.0,49.0,35.0,22.44195283,78.61904197,6.21117925,297.0004214,Madhya Pradesh,mango
85.0,38.0,20.0,19.82702862,59.31352996,7.616269,131.40313162,Chhattisgarh,carrot
71.0,53.0,41.0,24.74340123,57.30605674,7.97916875,113.6370316,Assam,littlegourd
84.0,38.0,24.0,20.69733726,65.46597647,7.20724504,264.51341075,Jharkhand,pumpkin
78.0,56.0,21.0,19.36389301,82.29066341,5.82864399,217.34754068,Sikkim,blackgram
84.0,36.0,44.0,19.17652222,67.93056341,6.94734747,96.63377266,Andhra Pradesh,mushrooms
75.0,55.0,40.0,25.64877479,65.87420279,5.23281873,271.84876376,Bihar,jaggery
73.0,41.0,30.0,24.98182338,79.81610924,7.09214126,136.52755843,Meghalaya,jute
68.0,38.0,27.0,24.34613498,75.17147417,6.32320203,169.13781843,Goa,onion
79.0,48.0,37.0,19.09337745,60.1483921,7.87037568,285.43693564,Uttar Pradesh,carrot
92.0,38.0,25.0,26.80931801,71.56444148,5.23484818,231.68996313,Bihar,potato
66.0,44.0,26.0,21.52061787,64.79590891,7.92766427,205.21364989,Goa,cotton
65.0,43.0,22.0,25.60598018,65.39244711,5.93481695,273.30253449,Gujarat,blackpepper
98.0,53.0,42.0,24.44404787,73.92663542,5.91348909,187.08878008,Odisha,snakeguard
90.0,53.0,16.0,23.34862301,65.57664456,7.28828736,64.96652211,Madhya Pradesh,chholia
65.0,46.0,43.0,22.76461105,74.34082209,5.74233139,141.9666646,Arunachal Pradesh,suvarnagadde
96.0,55.0,32.0,23.68883559,67.78375578,7.73146709,231.57110237,Andhra Pradesh,rubber
65.0,42.0,28.0,20.88064982,82.89138573,5.84109633,139.42069043,Odisha,cucumber
60.0,35.0,45.0,26.01349643,62.58278923,6.20001411,284.1540091,Punjab,redgram
83.0,59.0,34.0,20.83591884,60.72862235,6.27460439,270.52810352,Haryana,castorseed
68.0,49.0,36.0,25.87517217,65.27614628,5.37745219,209.94164643,Sikkim,ghee
61.0,40.0,33.0,24.28118911,55.59007657,5.79459846,165.75138203,Manipur,bajra
64.0,49.0,25.0,18.88939919,55.49240381,5.0839115,297.96045589,Tamil Nadu,paddy
75.0,54.0,37.0,22.53480418,84.86274118,7.67172226,204.88187984,Kerala,elephatyam
91.0,60.0,36.0,26.67044677,79.5327549,6.51242255,119.65708021,Tripura,redgram
68.0,43.0,38.0,21.28655228,73.53487499,6.05932824,81.44726813,Madhya Pradesh,sweetpumpkin
76.0,57.0,30.0,19.26323666,58.68400997,6.69632268,200.89746035,Assam,pear
65.0,45.0,41.0,19.60523043,72.74041165,7.58162382,119.095108,Manipur,elephantyam
96.0,48.0,36.0,21.5161003,69.76386168,6.83223871,61.83021792,Gujarat,gingellyoil
70.0,50.0,30.0,26.85124976,63.63397662,6.59795487,262.87732651,Meghalaya,snakeguard
74.0,35.0,26.0,22.38197072,61.89570081,7.47947262,146.31022556,Rajasthan,pigeonpeas
74.0,45.0,42.0,18.9134998,70.88562846,6.13070945,132.14533869,Odisha,roundgourd
88.0,43.0,27.0,21.15797281,69.27612097,5.01076345,144.7863206,Karnataka,spinach
96.0,51.0,27.0,20.08704639,68.52709121,7.91334847,165.37792425,Chhattisgarh,parval
93.0,45.0,26.0,25.7452683,75.76265218,7.84033855,245.76171601,Karnataka,peppergarbled
75.0,49.0,37.0,26.93412298,71.60115099,5.76029024,226.29931252,West Bengal,seam
95.0,57.0,41.0,18.67642349,62.53624548,5.04501407,135.10678257,West Bengal,sweetpotato
98.0,43.0,23.0,25.36257083,73.71496216,7.51296105,291.18289472,Gujarat,horsegram
73.0,36.0,42.0,18.06505185,73.45588037,6.65867693,204.40866303,West Bengal,barley
66.0,44.0,43.0,22.00013213,76.21752202,6.03299713,110.95902297,Uttarakhand,longmelon
97.0,56.0,28.0,22.71808983,64.74088262,6.32105369,257.52545294,Rajasthan,soyabean
60.0,41.0,18.0,19.58413804,66.31745594,7.31233724,162.9069626,Manipur,coconutseed
95.0,49.0,37.0,26.79974192,56.41890409,6.43791218,268.62659337,Telangana,ginger
69.0,41.0,20.0,24.71449312,82.66299736,7.38852605,123.50757777,Karnataka,coconut
85.0,52.0,38.0,26.56694267,64.4016773,5.75740529,67.93021161,West Bengal,horsegram
83.0,58.0,25.0,20.1767276,68.10125312,5.14451296,183.5598229,Chhattisgarh,mungbean
89.0,38.0,43.0,24.09041057,73.49980112,6.58985051,166.90282582,Jharkhand,pigeonpeas
65.0,57.0,30.0,23.65073225,76.33896148,6.66799497,268.48798975,Chhattisgarh,roundgourd
93.0,40.0,35.0,24.77861748,80.66082857,7.967383,152.90099637,Arunachal Pradesh,chillycapsicum
87.0,43.0,22.0,19.22897504,58.34707107,7.311092,140.54184201,Tamil Nadu,elephatyam
100.0,55.0,25.0,18.72730421,57.36509132,7.12110016,130.7810667,Haryana,mustard
70.0,59.0,38.0,20.16532158,71.73106149,5.20360233,250.07383926,Tripura,sesamum
91.0,59.0,30.0,18.12674155,71.63022216,5.33874652,280.9242944,Kerala,soyabean
63.0,59.0,16.0,23.822171,68.36297444,6.96726977,191.29099488,Himachal Pradesh,groundnut
81.0,38.0,44.0,26.45307228,74.29444842,7.80704526,201.45827569,Sikkim,moongdal
66.0,60.0,43.0,23.24900717,65.99377167,6.29186001,215.82146277,Gujarat,chholia
99.0,41.0,35.0,24.26702844,64.85201807,7.22715879,108.62772355,Mizoram,greenpeas
87.0,54.0,17.0,24.76434431,74.18816978,7.22420874,246.18779774,Rajasthan,raddish
72.0,45.0,36.0,25.07185759,63.87174743,7.75160807,124.14788127,West Bengal,drychillies
74.0,39.0,38.0,18.65214534,74.63864553,5.15676557,157.21505904,Madhya Pradesh,greenbanana
88.0,41.0,35.0,18.57071556,55.15932759,6.09560022,294.90948511,Tamil Nadu,amorphophallus
82.0,52.0,22.0,19.12879295,57.47623798,7.83497298,182.98321378,Andhra Pradesh,rubber
63.0,48.0,35.0,24.61722924,79.53160974,7.58014916,262.84798668,Uttar Pradesh,nigerseed
84.0,54.0,30.0,18.71403968,74.02739492,7.78080892,92.18556421,Madhya Pradesh,cucumber
66.0,38.0,42.0,21.26124232,65.87392039,6.79715627,198.19542404,Madhya Pradesh,spinach
61.0,60.0,38.0,24.07303183,62.01712758,6.75648844,165.98691385,Arunachal Pradesh,groundnutseed
82.0,41.0,15.0,20.21304882,77.28566782,7.39980199,242.5437606,Meghalaya,seemebadnekai
64.0,53.0,17.0,21.04308474,75.40868519,6.05745234,184.40202828,Meghalaya,beans
97.0,36.0,19.0,21.77526456,63.03373381,5.6087758,141.79343471,Andhra Pradesh,greengram
63.0,41.0,17.0,23.53609924,71.87474284,6.84313732,217.4662296,Goa,linseed
96.0,48.0,17.0,22.00304541,70.72411026,7.90604107,159.901289,Nagaland,corrianderseed
91.0,58.0,21.0,26.00024557,62.67017037,6.77979559,114.44530732,Rajasthan,wheatatta
99.0,41.0,32.0,22.44083009,81.54760123,5.43956325,60.01297439,Telangana,whitepumpkin
72.0,38.0,25.0,21.57018856,84.31482208,6.18794706,97.44560397,Punjab,nigerseed
62.0,59.0,30.0,21.86231721,80.83841584,6.53725195,159.76671612,Telangana,garlic
65.0,35.0,19.0,26.27272889,59.72606406,7.85137455,195.03318426,Andhra Pradesh,spinach
82.0,41.0,20.0,25.61009982,56.91590936,6.09040248,282.14240157,Gujarat,greenchilli
90.0,41.0,28.0,24.39461482,61.97201574,5.68349808,171.59900879,Arunachal Pradesh,urddal
82.0,59.0,21.0,23.44356165,80.71566394,6.61222821,112.97285819,Rajasthan,cauliflower
94.0,54.0,39.0,24.60876179,78.03465279,6.37029169,136.14098134,Haryana,mungbean
98.0,37.0,21.0,22.54730884,77.15195567,6.04543269,134.47805938,Odisha,garlic
84.0,46.0,38.0,18.94181309,71.00783727,6.46542921,139.16394957,Gujarat,sapota
98.0,55.0,33.0,25.03366012,71.9811123,5.44057026,67.28959163,Chhattisgarh,whitepumpkin
97.0,35.0,43.0,19.9484378,55.18917612,7.58230279,175.55457979,Andhra Pradesh,banana
83.0,53.0,16.0,21.99723766,56.66562749,7.82911046,247.2306955,Chhattisgarh,tomato
75.0,57.0,19.0,22.93949868,82.49895833,7.53876826,118.79693363,Odisha,ragi
77.0,40.0,34.0,26.69919024,78.8903149,7.13075545,242.77264769,Uttar Pradesh,mustardoil
65.0,51.0,17.0,18.93071484,61.7167014,5.96355197,171.58431323,Odisha,pear
82.0,60.0,22.0,21.3765033,71.7971475,7.57356869,176.32172117,Haryana,redgram
99.0,37.0,34.0,26.60035685,75.95929788,7.54743094,112.61294661,Sikkim,plum
75.0,42.0,39.0,22.67446922,62.98208274,6.88309603,144.38079313,Maharashtra,seam
69.0,45.0,35.0,22.37205692,63.58263045,5.86727685,221.64918826,Bihar,mango
91.0,56.0,31.0,20.670982,62.46878854,6.26781876,172.84175459,Odisha,greenbanana
64.0,46.0,25.0,25.19842012,60.94370257,7.86072891,294.64269155,Chhattisgarh,apple
62.0,49.0,30.0,21.53914088,71.25614518,5.48035441,67.96957248,Uttarakhand,coriander
