N,P,K,temperature,humidity,pH,rainfall,crop,yield
69.0,40.0,37.0,21.09918708,58.42894506,5.73514109,61.89026166,turdal,22357.73
98.0,35.0,22.0,25.28722646,73.88866257,6.52900635,168.05897919,sugar,91958.67
71.0,40.0,28.0,18.18325402,83.83715639,7.3606695,187.88328163,zizyphus,23766.97
88.0,43.0,30.0,22.46584382,71.56986984,5.03257477,271.10735781,linseed,10164.93
81.0,36.0,28.0,19.10700408,64.54462574,7.99823253,284.7758452,cashewnuts,15571.61
74.0,45.0,17.0,25.80484219,70.79118981,6.42252336,169.92365404,redgram,14264.93
73.0,53.0,41.0,23.41617933,81.42444305,6.97943717,291.8716024,watermelon,20651.73
95.0,52.0,33.0,21.5149171,78.53841666,6.79148312,64.0069624,garlic,1754.1
95.0,42.0,21.0,26.86400156,65.37326285,6.90774626,139.55753735,whitepumpkin,11343.11
83.0,49.0,45.0,18.26220341,68.1393699,5.57001344,61.60881594,muskmelon,19886.15
86.0,41.0,43.0,21.41295716,79.70583044,6.5343029,242.28419056,ginger,2696.4
77.0,51.0,21.0,25.32640862,84.81729502,5.55363686,74.08941401,chanadal,14545.34
78.0,46.0,15.0,20.70919885,57.06204172,7.75319912,252.82772447,papaya,16695.58
98.0,55.0,38.0,23.26073686,58.92675339,7.06645706,252.71659547,jute,16307.8
67.0,59.0,42.0,22.74017688,56.41831281,5.29066408,218.40829649,dusterbeans,16705.19
70.0,48.0,31.0,21.93071465,74.49212205,6.45958275,231.7349894,kinnow,16409.46
80.0,50.0,32.0,20.7824643,61.21727631,6.58152393,131.74446041,varagu,11462.71
67.0,47.0,19.0,25.86219087,77.25194035,7.23915117,67.45291136,bittergourd,22167.27
63.0,52.0,43.0,24.9337971,67.64839407,7.65182285,73.31354294,frenchbeans,20021.4
79.0,49.0,32.0,24.56104571,73.83664406,6.58801909,116.14340587,bengalgram,13208.89
78.0,56.0,25.0,21.20022825,63.52250488,7.11860471,296.41821216,sapota,24537.24
77.0,44.0,23.0,24.99488505,79.73673676,5.01940353,288.42986979,coffee,1059.62
79.0,41.0,44.0,21.00207333,68.32435813,5.51435374,95.64565408,seemebadnekai,17580.69
71.0,53.0,40.0,23.28470152,81.94541753,7.17673022,210.65961678,tendercoconut,24449.58
79.0,56.0,35.0,22.94735289,81.83323793,5.26587391,234.91864524,greenpeas,14832.52
67.0,56.0,29.0,23.3563705,78.94060011,5.30769772,176.86977893,brinjal,21605.56
100.0,42.0,20.0,26.47698517,67.30459957,6.76204453,225.12313404,tapioca,18202.13
88.0,48.0,29.0,21.05019923,72.58108811,5.09037466,227.71511094,mustard,19642.6
61.0,38.0,20.0,24.55803083,69.76280393,5.50610897,163.02234481,wheatatta,4276.71
78.0,56.0,34.0,19.7418005,74.29250936,5.75604693,194.29345374,sugar,88221.16
86.0,46.0,33.0,21.1568923,77.2121871,7.80131116,166.67606594,hybridcumbu,22455.64
94.0,57.0,29.0,26.74246289,79.17207373,5.38680047,102.59054161,peas,13822.83
79.0,47.0,22.0,21.73511143,63.67211896,7.60721572,263.82651971,guar,24339.82
72.0,35.0,42.0,18.32021215,74.36155576,7.55206236,250.57415533,lemon,18592.05
99.0,46.0,36.0,25.22218747,59.82818696,7.29884764,169.06258121,coffee,1307.38
72.0,47.0,36.0,24.04539149,59.52564838,5.93995981,210.02037721,taramira,10042.28
98.0,40.0,40.0,19.22426667,72.68560801,7.15403228,287.60078894,colacasia,23963.42
76.0,40.0,21.0,22.72653774,58.41320685,7.48286726,187.13840208,bottlegourd,21624.01
77.0,55.0,40.0,22.26700114,63.43321027,5.0799501,166.10467912,jowar,19102.17
78.0,43.0,25.0,19.34704037,63.57685048,7.41897387,97.38756149,kidneybeans,17964.64
100.0,43.0,24.0,18.22784471,57.63922772,7.77634027,72.28328321,knoolkhol,22641.66
82.0,38.0,23.0,25.62570011,65.61308832,7.09834967,129.96416865,bittergourd,13114.14
75.0,39.0,20.0,18.31631574,55.38180924,5.68741622,219.76346611,coriander,24747.12
96.0,42.0,35.0,20.56793824,66.74295539,6.71974087,188.88755688,wheat,2821.21
87.0,44.0,17.0,24.48599358,78.28251156,7.18101796,227.18286702,elephatyam,20624.25
82.0,41.0,16.0,23.01632657,59.39825232,7.374189,173.49543516,amorphophallus,18275.15
74.0,52.0,41.0,18.08472458,63.54892446,7.17863451,133.21436077,rubber,15478.07
66.0,47.0,43.0,19.93257586,57.10664736,7.53735839,109.96303038,linseed,11981.1
66.0,57.0,35.0,23.25125313,55.40969872,7.52600412,132.76053025,karamani,13216.42
70.0,49.0,40.0,21.88832926,59.7905441,7.69373593,280.08381329,turmeric,1238.66
87.0,59.0,36.0,18.78697869,78.20348983,5.66002367,267.83083589,dusterbeans,13938.86
81.0,47.0,45.0,20.39256584,82.89437035,6.77370127,218.37357593,suratbeans,16742.92
86.0,47.0,24.0,20.57739274,74.01631279,7.5090074,148.91504261,mustardoil,13632.83
66.0,55.0,32.0,22.76021542,63.0427456,5.47532975,250.44965621,raddish,11529.07
65.0,50.0,35.0,23.33754649,59.05301892,5.25713291,214.88716932,bengalgram,15948.15
70.0,52.0,30.0,26.5702901,67.21994548,5.18172871,193.75905476,banana,28759.56
98.0,38.0,39.0,24.34479359,72.05667606,7.49332339,92.17824822,fish,19456.76
99.0,48.0,41.0,25.02400691,72.16069608,7.77838625,288.15985307,coconutoil,24302.64
72.0,51.0,38.0,19.51451707,57.58477191,5.23691348,172.21729009,bengalgram,21797.43
78.0,45.0,26.0,24.82638037,78.9873706,7.39618286,279.4578435,guava,15730.17
63.0,40.0,36.0,26.9933849,67.51264553,6.07462286,148.2633051,papaya,11929.31
73.0,36.0,15.0,25.34511189,64.90959259,7.67303531,295.44127101,groundnut,15891.3
87.0,37.0,25.0,25.35933423,72.7194241,7.38196195,207.60904236,nigerseed,23243.51
79.0,51.0,32.0,19.12906808,82.98310074,5.42823523,121.49813799,tendercoconut,23792.1
84.0,58.0,44.0,26.24288447,55.93518364,6.01120705,184.67079564,thinai,10895.57
63.0,58.0,30.0,20.91402745,61.93141392,5.22856123,151.44101048,elephantyam,11529.69
63.0,54.0,27.0,18.05078186,74.87416403,7.83230189,179.83398522,colacasia,18934.36
62.0,52.0,36.0,20.1332632,72.94744617,6.78104386,151.35960077,hybridcumbu,15057.97
77.0,37.0,30.0,21.35895231,81.07802901,7.27191638,117.06076761,ashgourd,11473.6
94.0,53.0,36.0,22.23032804,58.73831781,7.94463613,260.84683696,knoolkhol,17226.2
64.0,50.0,32.0,24.00946131,70.36352387,6.77410372,168.52649771,cabbage,10496.53
69.0,47.0,36.0,21.59971983,73.47059797,7.03136605,154.83813353,paddy,3130.06
61.0,52.0,31.0,22.19768651,77.99533369,6.26211329,154.54081783,peascod,19637.86
68.0,56.0,41.0,18.01003083,58.18361897,6.92619962,202.07000288,horsegram,23730.71
72.0,53.0,36.0,25.28711424,56.95389512,7.32562935,180.10230764,cumbu,13026.41
85.0,53.0,44.0,18.62736116,76.61483502,7.09775481,186.69759078,cashewnuts,19993.13
72.0,35.0,29.0,26.0505799,60.5654745,5.78243784,257.62773906,zizyphus,17531.65
93.0,55.0,17.0,23.93666121,69.60904277,5.82769595,276.7982728,ladiesfinger,21873.0
87.0,42.0,33.0,24.74478902,82.92810555,7.5237361,81.31620871,paddy,4327.83
75.0,53.0,17.0,20.15667094,78.17595233,6.55115096,108.16932999,amphophalus,16828.69
96.0,44.0,39.0,19.81892469,65.6349092,6.30690507,260.34635279,pineapple,21816.11
81.0,40.0,34.0,26.49194132,75.32771811,5.80440951,256.17178133,greenchilli,18899.29
91.0,58.0,20.0,21.16166781,73.17693076,7.59831692,299.35932032,jute,19465.62
78.0,60.0,37.0,22.91944985,84.76437821,7.24568604,246.56526062,papaya,11748.53
64.0,40.0,24.0,24.52078516,69.77067366,6.61086789,144.59145947,jaggery,23951.69
95.0,37.0,27.0,22.35132809,55.6578879,5.86715782,248.61611283,suvarnagadde,18790.96
66.0,47.0,24.0,26.10268707,70.12823607,7.7429473,62.93039662,mint,21054.32
99.0,41.0,28.0,25.31394396,76.78171885,5.74400389,229.1101645,hybridcumbu,11427.29
93.0,35.0,31.0,18.98520658,81.63188634,6.6958606,267.37174796,urddal,21465.59
93.0,36.0,21.0,23.59547317,74.31143303,5.37243295,192.0492819,maize,3507.07
90.0,46.0,20.0,18.40188831,64.69975117,5.10577969,184.07462018,jowar,21077.92
90.0,57.0,37.0,21.82851891,60.97190154,7.31628449,167.70921202,copra,12059.45
76.0,51.0,25.0,22.53173667,57.46371375,7.50379424,275.10417607,jaggery,10002.63
75.0,37.0,41.0,18.36617465,67.25937759,6.16484444,123.94865494,pear,20026.24
93.0,42.0,39.0,18.44189924,69.6001366,6.4091691,154.38472579,sweetpotato,21156.65
65.0,35.0,42.0,18.08116577,76.11392033,6.5049235,263.52731534,mungbean,21208.79
91.0,52.0,25.0,18.20743489,60.96830207,7.92876005,212.03382873,kidneybeans,18909.28
85.0,44.0,36.0,18.48999303,79.36344499,5.18486573,80.34209064,urddal,21881.94
97.0,55.0,40.0,19.90899779,58.14380449,7.96617511,180.36983832,pigeonpea,18386.8
71.0,43.0,35.0,20.05052518,67.35668682,6.98449223,178.69899422,greenchilli,24407.3
95.0,60.0,17.0,22.8230934,73.59829097,5.14906116,101.84933774,mustardoil,10594.87
89.0,51.0,42.0,25.90555315,66.53027548,6.69835891,167.25557221,sweetlime,14665.65
65.0,36.0,37.0,23.11170339,63.26098881,6.92865758,236.03897338,mango,29654.89
79.0,35.0,26.0,26.58783297,71.91815728,7.67636525,110.65942853,chanadal,16794.67
81.0,42.0,34.0,25.06171459,67.38132059,7.95408383,186.31691673,cotton,1541.83
96.0,57.0,29.0,22.0737292,62.08906175,6.84958517,119.42551073,greengram,19355.26
99.0,56.0,24.0,19.71054678,59.53819093,6.71338657,215.34047024,coriander,24847.07
97.0,59.0,25.0,20.00968604,72.7981517,5.1912744,67.77775876,chillycapsicum,24534.56
77.0,42.0,34.0,24.09874619,61.98129476,6.74139227,81.39852812,greenonion,26260.52
75.0,42.0,20.0,18.07447418,55.13453844,7.65481355,150.56946875,tobacco,11458.52
81.0,46.0,38.0,23.65302068,79.07613217,5.23293512,175.31639368,fieldpea,14800.12
95.0,52.0,32.0,21.05749934,82.41381859,5.95192251,92.62812933,elephatyam,17121.43
70.0,40.0,41.0,19.19663821,72.34015761,5.67337431,260.18589512,cowpea,22213.25
63.0,59.0,40.0,20.09489886,57.17398416,6.78988062,194.86160641,mushrooms,20189.84
63.0,47.0,21.0,20.32163163,84.84231829,7.8793063,249.77827514,bajra,14996.29
68.0,38.0,39.0,22.65696809,78.0232253,5.54031324,287.10070531,pumpkin,15468.68
95.0,50.0,23.0,25.11488552,83.78192746,7.25125221,81.42866824,maize,3863.93
98.0,40.0,20.0,24.21333244,65.38874422,7.76313886,189.27942506,wheat,4242.37
62.0,47.0,35.0,23.07145349,67.97493786,5.92481565,221.94906017,garlic,1009.2
82.0,39.0,32.0,23.21244205,68.11059927,7.50841973,283.8304217,peas,19578.82
61.0,57.0,36.0,21.01777908,77.65048243,5.24935937,119.4143616,papaya,11081.81
87.0,36.0,20.0,22.55364884,72.00342506,7.61094178,124.70008439,pomegranate,25019.64
68.0,47.0,35.0,25.56211321,61.52095197,5.5036356,79.93927912,cabbage,16320.02
77.0,55.0,19.0,21.03553393,61.69515263,6.79050097,148.48831677,mint,22296.87
71.0,41.0,34.0,20.13560809,76.53786285,6.42378719,160.65824507,mustardoil,17150.41
70.0,59.0,40.0,19.73837637,82.30575416,5.52285389,228.66394586,chholia,12364.4
81.0,40.0,34.0,21.04551803,74.1510966,5.038111,147.94718374,groundnut,13835.95
62.0,44.0,17.0,19.41993303,71.51361686,6.42949309,283.59783868,barley,21890.4
97.0,39.0,25.0,20.05836064,65.8798406,6.66312409,144.67403633,blackgram,11027.86
74.0,55.0,28.0,21.84000956,63.0687917,7.58539323,151.84263019,capsicum,15299.69
81.0,42.0,18.0,26.81323273,77.96521957,5.46708219,175.8202007,redgram,24226.69
82.0,55.0,23.0,21.74399338,74.78233396,5.29810167,276.54282662,soyabean,21453.07
84.0,38.0,35.0,25.24644048,77.76299494,6.70868729,88.44808343,peascod,13828.04
97.0,43.0,25.0,20.07810805,69.64349525,5.36999938,240.95678438,lemon,24466.68
78.0,55.0,28.0,22.06446395,66.35395059,7.05314349,237.20108565,tinda,12635.11
63.0,37.0,19.0,26.01324685,55.73323098,5.30977109,170.94327225,banana,25617.04
64.0,50.0,20.0,18.74830399,79.07474453,6.27884199,227.30855447,longmelon,20262.04
88.0,50.0,25.0,26.79851584,76.7958607,6.9038136,63.63571122,rubber,24409.37
93.0,59.0,23.0,26.44307248,73.58581025,5.83371064,204.50866032,cabbage,19461.75
99.0,39.0,21.0,20.07321357,73.92264519,6.67949711,79.61010005,capsicum,15757.59
74.0,38.0,31.0,22.41388956,69.52965611,5.90969827,264.97137738,methileaves,19779.09
76.0,54.0,35.0,25.85480349,59.41274635,6.90347097,202.40211034,suratbeans,20298.16
87.0,59.0,30.0,25.24378841,83.61554942,5.21901245,276.50280901,karamani,24938.55
62.0,57.0,29.0,24.37989266,65.92655241,6.69501848,295.57938606,tobacco,22957.36
72.0,45.0,26.0,24.63778489,81.6018074,5.0447899,114.99958731,kinnow,15310.0
94.0,48.0,37.0,19.06291579,59.66456741,5.9461347,82.6710591,horsegram,15628.43
93.0,44.0,28.0,23.33414384,64.70843137,5.79231695,67.6197543,spongegourd,14107.89
93.0,41.0,18.0,26.5734246,65.26612193,6.18589421,196.22592079,lime,13658.64
65.0,49.0,38.0,25.28960399,70.43917462,7.72771436,221.44159474,garlic,2939.95
84.0,49.0,45.0,19.39166943,72.004084,6.81219561,107.60885947,tendercoconut,18385.47
96.0,43.0,25.0,26.12540467,76.88569857,5.13456052,272.44212255,cowpea,22449.08
80.0,55.0,29.0,24.16195127,64.06512421,6.99178155,282.75758309,paddy,5575.43
91.0,57.0,22.0,21.96659869,57.50842185,5.03873523,193.35413586,cowpea,11305.06
85.0,37.0,43.0,25.83645084,66.75271049,5.65090785,97.79869216,lentil,21102.21
83.0,40.0,37.0,22.80254223,75.35004638,5.52383508,131.3091256,turdal,17274.33
67.0,47.0,39.0,22.8905799,55.82852957,7.27139687,153.44811049,roundgourd,15205.09
71.0,35.0,41.0,20.06765512,77.8600751,5.59862332,217.78252211,mint,20082.27
81.0,49.0,31.0,23.86864771,79.08161587,5.48080312,126.08301531,corrianderseed,10940.69
95.0,51.0,31.0,24.77803241,82.78906401,5.54764975,192.40287526,bottlegourd,21052.26
69.0,36.0,18.0,21.18180337,66.48084185,7.64766355,73.45556448,pineapple,21663.11
73.0,43.0,39.0,25.65314544,68.02623499,7.44618192,184.51509465,lentil,18867.48
72.0,39.0,43.0,22.81731617,77.08983227,6.35884827,230.01948527,pigeonpea,11770.52
71.0,42.0,32.0,21.12942495,81.04373306,6.23796471,272.27457982,bengalgram,24032.87
86.0,54.0,25.0,22.38024756,78.83284232,7.48102165,76.97990788,grapes,20809.06
84.0,48.0,22.0,24.84851397,77.89543909,5.41964339,273.63018493,groundnutseed,24713.29
63.0,53.0,32.0,24.89450399,82.68657394,5.87471915,285.82689944,tendercoconut,12978.78
87.0,48.0,38.0,23.32259914,56.30012747,7.78120899,195.62706273,amla,24522.59
91.0,39.0,39.0,26.35023783,82.24237513,7.39761572,162.17442251,knoolkhol,11431.27
61.0,51.0,22.0,23.13195041,81.35440498,6.84844613,267.23135605,zizyphus,20762.33
97.0,59.0,16.0,19.94989157,64.42989414,6.87131702,270.75363798,tamarindfruit,19644.55
78.0,46.0,36.0,21.82063978,73.79822084,7.09445192,266.26015464,rajgir,17953.51
99.0,58.0,35.0,25.36708253,72.76147575,5.13988914,261.01838627,cowpea,13129.41
98.0,59.0,41.0,18.54202967,70.67270651,5.83723956,169.76562684,chickpea,21660.47
86.0,40.0,34.0,25.07531388,77.10822388,7.54745246,169.12943761,maize,2692.35
66.0,54.0,26.0,20.3921799,59.87762832,6.32545382,197.92897889,bittergourd,15945.3
65.0,55.0,24.0,18.46556707,58.03609022,6.55161968,88.84277334,lime,17696.41
64.0,58.0,29.0,23.32521857,61.27533425,7.49160008,169.92022273,barley,10180.16
93.0,47.0,20.0,20.71498418,79.88003327,7.76049057,108.41931912,rubber,19277.55
66.0,39.0,22.0,19.10779798,73.01662779,5.29334184,172.52802122,elephatyam,22998.81
81.0,46.0,38.0,20.42743019,83.22666287,7.37855335,129.89538974,bengalgram,14132.33
64.0,56.0,40.0,26.249184,58.13448105,7.10735775,278.89939983,ashgourd,23135.94
68.0,58.0,40.0,25.96618211,82.42305709,6.98378898,233.35366855,wheat,4180.67
62.0,41.0,37.0,23.60001381,77.6505932,5.08294373,70.07096144,mango,19886.2
72.0,51.0,35.0,24.18221992,79.87222287,6.82684065,200.43358704,tamarindfruit,19115.16
95.0,45.0,23.0,21.01143991,68.07623144,6.73233611,234.40881323,ashgourd,13260.46
61.0,58.0,41.0,24.96691041,81.31506592,7.03733732,284.16957688,greenchilli,23634.68
95.0,38.0,17.0,23.65722035,72.81819088,5.60407691,261.02787414,pomegranate,26125.85
74.0,48.0,17.0,22.18474676,67.08557953,5.24038343,194.16531722,cotton,1821.9
89.0,52.0,26.0,18.46503996,70.0808142,6.855018,211.33505786,mustard,12247.28
65.0,39.0,18.0,18.16710248,74.1558865,7.51439926,64.57615825,beetroot,21578.9
62.0,56.0,17.0,26.18232984,57.50944331,6.69502864,224.93751917,seemebadnekai,14103.4
77.0,39.0,33.0,26.24456076,64.88312865,7.21499108,208.18574464,cumbu,10000.01
71.0,54.0,43.0,20.86518893,71.83691666,7.25348147,159.1214947,dusterbeans,12554.99
73.0,36.0,33.0,19.02618707,57.88395576,7.89478341,96.84083921,rajgir,10082.6
74.0,47.0,27.0,26.93738757,71.83388049,6.16698772,235.64230627,mungbean,13685.61
61.0,58.0,27.0,25.56109148,76.81870964,5.9342059,296.49002355,snakeguard,20316.33
89.0,60.0,41.0,23.62218547,55.74528853,5.2384355,198.91337561,tendercoconut,10606.95
62.0,37.0,44.0,21.42386496,58.32667319,5.49397146,222.91640583,masurdal,20639.13
75.0,54.0,32.0,19.23290925,76.76454584,6.87767036,171.20821841,squash,16347.03
88.0,40.0,33.0,24.12680221,77.51094204,7.4408628,226.82013793,tapioca,10576.11
88.0,58.0,39.0,24.5387868,64.09421389,7.42623862,297.77062741,blackgram,17527.15
99.0,40.0,36.0,22.78422612,55.16303137,5.73920431,124.42764979,seemebadnekai,20600.12
81.0,52.0,20.0,26.76238644,65.05280313,6.46716098,187.49111943,arecanut,13933.82
79.0,45.0,41.0,22.72285035,79.57035405,6.00912151,232.31922651,cauliflower,15912.71
83.0,47.0,16.0,20.12982656,59.04332864,6.67788215,86.38401378,groundnut,14812.08
70.0,41.0,28.0,21.32533255,61.31884731,6.15028129,173.77353092,roundgourd,19730.02
75.0,44.0,27.0,19.86574512,68.13081037,6.21116313,120.88111166,masurdal,12381.19
82.0,60.0,42.0,19.90819759,68.78154026,5.40839253,275.06045867,tendercoconut,14809.82
86.0,51.0,31.0,25.26422298,73.85597284,5.2439213,178.70814922,karamani,12129.69
90.0,39.0,33.0,19.38769804,59.39515996,7.92165892,133.27409156,cotton,1972.75
77.0,46.0,33.0,20.3087195,83.35424159,5.1712451,231.71129817,wheatatta,3689.68
79.0,50.0,27.0,25.99064901,72.665972,5.23516713,156.39330082,capsicum,19374.47
89.0,42.0,34.0,24.48766618,80.15804928,7.11204492,290.82580705,tobacco,14666.39
64.0,47.0,33.0,25.20327826,68.32529108,5.15898684,68.51663761,clusterbeans,23751.03
79.0,55.0,45.0,23.96216607,81.99837262,5.12919273,298.93015478,amla,12338.47
71.0,47.0,44.0,21.90673074,64.60937472,7.35161815,233.92246588,cucumber,20455.89
92.0,50.0,16.0,22.01504907,78.86065497,5.37239878,75.21186493,guar,21837.4
100.0,52.0,43.0,25.6436667,69.76856295,5.76599266,213.94968794,chanadal,22310.39
88.0,42.0,32.0,21.15252941,72.08926565,5.60007088,116.70139502,elephatyam,21214.88
87.0,49.0,30.0,18.55842425,67.37903787,5.0049345,195.53908754,turmeric,1078.48
93.0,55.0,19.0,24.640441,56.68521155,6.65650609,173.85944573,tobacco,21912.71
78.0,59.0,33.0,21.11215874,59.01039582,6.77068204,217.43725773,cashewnuts,12562.78
94.0,51.0,23.0,20.92713622,69.63871133,6.02398905,246.68213231,turdal,13351.24
94.0,36.0,26.0,18.38614668,65.21419918,5.20273705,225.0242166,drumstick,14527.78
62.0,39.0,44.0,25.3434694,61.37490929,5.86811994,82.02698367,parval,18793.29
98.0,54.0,45.0,22.102829,59.51333845,5.93887791,189.2110898,parval,18910.43
94.0,48.0,20.0,23.57226403,65.28451554,7.07931443,92.8936029,littlegourd,15950.21
84.0,51.0,25.0,26.03500449,62.36885995,6.86532118,262.78394823,greengram,22452.25
96.0,52.0,24.0,24.72595734,84.19355679,6.51497171,112.17435454,thinai,23886.71
89.0,55.0,20.0,25.11970541,72.66410288,5.42011963,121.54837984,ragi,23755.2
80.0,51.0,27.0,20.68194331,76.64823306,6.68611741,280.73224905,capsicum,15267.05
95.0,41.0,38.0,26.52352118,68.56765688,5.42694214,87.98571497,cauliflower,10713.35
64.0,36.0,30.0,18.54143458,62.73195098,6.78411157,268.76635453,squash,21016.68
63.0,50.0,34.0,20.3889493,73.84262839,6.56605703,122.12862456,wood,12615.53
67.0,46.0,25.0,26.90486527,62.97764723,5.92568057,227.84980062,squash,11535.1
92.0,58.0,32.0,20.52660945,66.39458951,5.49065217,197.04749566,potato,17465.12
91.0,39.0,37.0,21.42693553,72.85404176,6.26462995,276.53770641,suvarnagadde,23843.75
85.0,39.0,16.0,21.98808824,78.22987533,5.29669738,226.69354863,pear,14270.91
81.0,38.0,36.0,20.32900092,73.24433587,7.13152802,285.11703964,soyabean,10944.96
68.0,56.0,17.0,20.01109259,71.61763383,6.23942573,263.78077417,snakeguard,18213.95
77.0,55.0,18.0,24.7283286,84.98118682,6.7377723,101.63306541,guava,10196.1
75.0,49.0,35.0,24.85955834,74.4396659,7.66228318,60.83699685,turdal,18703.62
91.0,40.0,32.0,21.40729037,84.24250683,6.6444259,178.22488833,potato,24473.16
89.0,42.0,32.0,26.59592193,58.09828513,6.61194395,87.45457989,orange,15624.83
81.0,39.0,37.0,26.71924333,75.69717146,7.63451027,75.0514372,corrianderseed,16817.95
91.0,57.0,28.0,24.41385292,74.69293913,6.96257453,112.43170231,ridgegourd,20184.53
68.0,59.0,22.0,18.37776969,70.93997134,5.34734941,263.52758878,suvarnagadde,11850.48
94.0,53.0,44.0,24.23268138,82.7311927,6.41258552,271.59784457,parval,19140.88
84.0,53.0,20.0,23.28456175,82.79100667,7.53963962,270.5379017,karamani,18451.32
88.0,54.0,19.0,26.89035089,61.97613034,5.18365113,79.11049144,maidaatta,24502.92
75.0,41.0,29.0,23.03224156,75.00893004,5.10907264,78.86805793,guar,15436.64
84.0,41.0,39.0,21.52846249,69.51745997,7.06940081,102.17431277,suvarnagadde,19591.34
71.0,55.0,42.0,21.43859476,83.73137472,5.56990273,207.23557589,seemebadnekai,11368.06
62.0,36.0,34.0,22.47526329,72.25771252,6.74393472,274.54960762,moongdal,21139.0
78.0,42.0,16.0,25.88363148,72.41619989,6.32033617,102.24576655,rice,2636.39
72.0,53.0,23.0,20.21142884,64.2556961,5.7198176,108.1280622,cabbage,18206.84
92.0,37.0,32.0,21.88645004,68.70564821,7.46225528,276.62181086,taramira,15321.99
87.0,39.0,16.0,19.84390875,61.04852128,7.82364475,211.92794537,ghee,17162.25
86.0,37.0,44.0,18.96618873,60.78071136,7.78904805,163.31542629,thinai,10169.4
97.0,49.0,40.0,18.49612268,63.06436239,5.3953538,193.67308354,maidaatta,11527.93
90.0,39.0,39.0,26.60173824,73.85873616,7.60842875,75.14479981,knoolkhol,10988.11
64.0,36.0,27.0,22.31322128,71.11124782,6.32930325,180.54304793,papaya,17305.41
87.0,54.0,20.0,21.82822013,78.01513304,5.36841411,213.25944896,arecanut,24832.65
74.0,37.0,31.0,24.7220545,67.21151478,7.8508026,280.54313013,cumbu,14888.85
98.0,51.0,30.0,20.64264551,56.85569396,5.05810436,271.17096822,soyabean,13497.91
90.0,56.0,34.0,22.45580257,60.70941646,6.17800623,71.46196729,ladiesfinger,16676.8
88.0,45.0,39.0,22.71519414,56.52602566,5.94839267,152.00132382,onion,24240.26
71.0,56.0,33.0,26.10131609,82.77426577,7.93221629,165.41440268,tinda,20967.76
93.0,54.0,16.0,19.15430218,68.83751661,6.72672974,267.44517769,banana,19194.41
75.0,47.0,42.0,20.53806959,79.89370758,6.63469558,139.31414315,turnip,13399.85
91.0,50.0,43.0,24.16648363,59.84611215,5.39166897,226.15689914,capsicum,12913.36
89.0,54.0,31.0,21.53872269,84.55580384,6.43364671,255.88782431,sesamum,12645.74
72.0,51.0,28.0,18.64044748,78.19462933,7.7590059,168.7861045,onion,16187.71
70.0,51.0,41.0,20.24047167,71.83673317,7.69271221,170.17774047,moathdal,16019.6
95.0,59.0,42.0,26.77691639,76.04133537,5.55152578,220.91379611,wheat,4318.77
96.0,44.0,41.0,25.7903933,64.38260124,6.90577084,160.24441227,jowar,23940.57
93.0,43.0,33.0,22.08236871,68.35648201,5.09770728,211.58006607,pear,22055.02
62.0,41.0,26.0,20.71688907,55.07248071,7.75774966,268.57807344,squash,19627.29
63.0,39.0,22.0,20.03331967,59.35226608,7.94415274,105.08022338,mothbeans,21142.61
99.0,52.0,25.0,19.69889813,72.49630678,6.39301667,63.5744346,beans,18122.88
72.0,53.0,18.0,24.6418714,61.35833114,6.32251771,76.99339687,suratbeans,19926.87
64.0,59.0,42.0,25.73868538,70.91775226,7.08026297,273.2775467,sugar,95975.58
74.0,44.0,40.0,23.24147826,58.59972918,7.46774481,127.64658044,clusterbeans,23521.88
67.0,47.0,41.0,25.38959999,80.40799346,7.98619177,198.09195187,tobacco,17356.82
94.0,56.0,25.0,20.70861205,81.7040352,5.88132575,281.73378568,potato,17039.31
60.0,44.0,15.0,26.41214332,62.41514147,6.65867851,240.05613928,potato,23797.96
86.0,57.0,40.0,24.26179339,76.87160856,6.56960056,239.18097616,ginger,2716.95
76.0,49.0,43.0,20.97700759,81.09511903,5.90241048,106.40562628,cabbage,20591.01
71.0,47.0,28.0,24.044188,70.16847616,7.54938771,163.95821575,mungbean,14387.9
68.0,39.0,38.0,20.25699167,69.02294589,5.13131476,185.08283978,beans,22861.77
76.0,49.0,33.0,24.12265317,77.07879905,5.8710318,142.25115898,elephatyam,16720.8
79.0,57.0,25.0,22.65861841,64.20384647,5.65264426,274.70740588,sweetpotato,22936.73
73.0,51.0,35.0,18.72063093,80.44401765,7.35398836,108.53254825,parval,21064.15
89.0,56.0,44.0,22.76813939,68.32461207,7.01268932,235.69443566,carrot,15056.05
94.0,52.0,30.0,18.50259658,77.75337819,7.36782708,83.67731728,greenbanana,18518.4
85.0,57.0,41.0,24.11084085,69.10632623,6.51075693,125.48651297,mango,18284.16
87.0,48.0,29.0,20.58521119,59.40228766,6.23205287,77.95266344,groundnut,18447.04
90.0,48.0,24.0,22.46365302,69.79486034,7.14819627,156.28610806,karamani,21723.53
73.0,56.0,23.0,21.54594285,69.87359031,5.50475974,236.95846077,lemon,18164.26
67.0,44.0,43.0,20.43298867,82.92444633,6.06117481,171.77111113,peascod,11703.86
88.0,39.0,32.0,23.21408439,70.88632824,7.18790446,187.63958337,potato,19343.43
85.0,55.0,41.0,19.07984424,80.50782798,5.08361532,193.21690992,roundgourd,19430.06
86.0,58.0,44.0,20.68884133,60.57602826,6.93987142,264.97060535,moongdal,21854.16
87.0,52.0,42.0,18.28136536,61.21418236,7.84795746,213.66843274,pigeonpeas,23374.93
