N,P,K,temperature,humidity,pH,rainfall,state,soil_type,crop,crop_price
73.0,48.0,42.0,18.22822134,69.14818009,6.56576663,179.35861352,Assam,Peaty Soil,roundgourd,1040.91
65.0,58.0,34.0,20.05861921,83.88583677,5.65505869,85.90624776,Arunachal Pradesh,Black Soil,seemebadnekai,1979.84
85.0,39.0,29.0,18.28346636,78.27014956,5.41822151,117.28699788,Gujarat,Forest Soil,jaggery,2734.42
66.0,48.0,23.0,23.24445908,75.18979173,6.42200445,123.00823538,Tamil Nadu,Peaty Soil,nigerseed,2786.46
94.0,41.0,25.0,20.21953959,63.1688337,6.57294011,158.99747349,Meghalaya,Alluvial Soil,muskmelon,1154.24
70.0,59.0,43.0,24.47944618,72.55210237,5.45874853,90.85300419,Odisha,Black Soil,sapota,1607.07
80.0,60.0,45.0,19.54550295,67.22613298,5.26531425,239.44203786,Punjab,Coastal Soil,fish,1123.29
68.0,59.0,37.0,26.41208907,75.78419734,7.67339454,167.01882134,Chhattisgarh,Mountain Soil,drumstick,1308.42
97.0,53.0,32.0,24.49328281,77.10030718,7.94247561,81.7641883,Uttarakhand,Coastal Soil,leafyvegetable,2397.94
81.0,47.0,18.0,19.0893724,63.96289764,6.39313166,111.00717901,Odisha,Black Soil,spongegourd,2637.83
62.0,47.0,38.0,22.41681631,73.5316646,7.28937736,150.87190054,Jharkhand,Alluvial Soil,elephatyam,2467.91
100.0,51.0,23.0,20.11149387,56.45391584,5.11237198,225.86346777,Haryana,Laterite Soil,knoolkhol,2372.85
88.0,43.0,42.0,26.94241506,62.15815068,6.33816276,101.06615388,Tamil Nadu,Laterite Soil,cucumber,2063.79
84.0,47.0,17.0,22.53144957,68.28911284,6.69233072,218.05118921,Tripura,Desert Soil,wood,1024.21
94.0,46.0,15.0,21.48450613,73.86841182,6.7353928,77.83102942,Odisha,Black Soil,mustard,2528.25
68.0,47.0,16.0,22.55317578,75.23379145,7.65827288,118.77737687,Manipur,Desert Soil,cucumber,2600.02
92.0,42.0,35.0,24.7151077,59.15900756,6.16824743,87.41677477,West Bengal,Laterite Soil,copra,2044.33
95.0,59.0,30.0,22.95797886,83.42346329,5.06613888,291.65942753,Madhya Pradesh,Mountain Soil,greengram,2004.25
62.0,57.0,29.0,25.49702983,66.90680523,7.12369044,219.2021908,Haryana,Black Soil,muskmelon,2772.14
84.0,35.0,21.0,22.08685826,76.26918662,6.05633514,158.75897694,Meghalaya,Mountain Soil,tapioca,2408.83
85.0,46.0,37.0,18.41653685,74.45275388,7.43459653,138.53287716,Nagaland,Alluvial Soil,ridgegourd,1786.86
95.0,49.0,33.0,26.02542792,57.63928675,7.66450466,132.5884728,Maharashtra,Coastal Soil,grapes,3657.95
96.0,50.0,24.0,23.10465401,72.9959146,5.69533778,245.71097708,Karnataka,Laterite Soil,peas,1940.86
61.0,56.0,16.0,21.52333165,63.45504005,5.38130912,294.95414985,West Bengal,Mountain Soil,papaya,2314.35
70.0,55.0,37.0,26.79872073,66.79810491,6.23677224,182.9342153,Gujarat,Black Soil,tomato,2132.91
80.0,44.0,16.0,20.51852454,80.7320249,7.10013153,212.02151826,Odisha,Desert Soil,peas,2257.52
94.0,37.0,20.0,21.65689197,73.74104674,6.56716797,126.39729604,Gujarat,Saline Soil,coconutseed,1953.63
84.0,53.0,37.0,19.264518,75.12918821,5.53779307,200.86523068,Tripura,Black Soil,longmelon,1790.92
91.0,50.0,24.0,26.92689549,64.05825226,5.72729815,233.21714353,Telangana,Laterite Soil,turdal,1061.2
83.0,58.0,43.0,20.3023358,81.38165456,5.70395479,102.66193422,Punjab,Laterite Soil,fieldpea,2782.81
62.0,41.0,43.0,18.90735098,72.63921603,5.23339803,241.74129681,Gujarat,Peaty Soil,leafyvegetable,2970.33
88.0,41.0,31.0,18.56938411,82.90491688,7.19157226,93.45412921,Uttar Pradesh,Desert Soil,drumstick,1952.5
95.0,41.0,30.0,26.57993047,71.80811088,5.5672664,202.20906146,Bihar,Laterite Soil,coriander,1246.47
84.0,52.0,17.0,23.67483532,82.1995106,7.10243041,73.9814632,Punjab,Saline Soil,jowar,2404.58
69.0,41.0,37.0,26.28145482,79.01719344,6.90145233,199.32700069,Madhya Pradesh,Red Soil,grapes,3348.57
76.0,54.0,22.0,26.13116341,59.04337084,5.42918171,231.98534609,Himachal Pradesh,Black Soil,taramira,1837.82
61.0,59.0,15.0,20.96922355,60.51627812,6.41834915,204.71499932,Telangana,Mountain Soil,greenchilli,1134.67
94.0,39.0,24.0,18.13305254,72.60931309,5.12610567,273.69762311,West Bengal,Red Soil,urddal,1166.78
100.0,52.0,45.0,18.89798598,66.30285862,7.54771239,159.67252468,Tripura,Coastal Soil,apple,7195.09
72.0,38.0,43.0,26.4291764,78.96976076,5.81747677,102.71993316,Jharkhand,Laterite Soil,tendercoconut,1594.55
79.0,53.0,37.0,18.24869085,72.46116945,6.4359681,222.5478231,Himachal Pradesh,Mountain Soil,amorphophallus,2092.65
71.0,54.0,28.0,19.23078704,73.68019386,7.22762767,148.54548777,Karnataka,Forest Soil,hybridcumbu,1353.23
65.0,51.0,30.0,19.76651961,60.011515,5.07852247,62.07009542,Haryana,Black Soil,frenchbeans,2233.77
86.0,48.0,31.0,24.16978179,84.44726447,6.45170522,209.7077289,Goa,Alluvial Soil,clusterbeans,1131.86
81.0,53.0,21.0,20.38066129,83.75138567,5.31644748,103.46003395,Telangana,Mountain Soil,whitepumpkin,1758.33
85.0,47.0,33.0,25.14309749,67.00711157,5.69957325,107.04475668,Nagaland,Alluvial Soil,turmeric,9463.9
68.0,42.0,45.0,20.25622642,76.79757827,5.48014111,78.28869662,Meghalaya,Laterite Soil,rice,2552.64
77.0,54.0,16.0,22.82583204,55.10516872,7.04344755,130.56139044,Meghalaya,Alluvial Soil,horsegram,1351.67
85.0,37.0,20.0,24.4478113,66.776574,5.97981766,200.47840004,Maharashtra,Coastal Soil,greenchilli,1413.31
66.0,55.0,26.0,21.36236447,55.61737838,7.7511077,212.88427505,Goa,Red Soil,sesamum,1425.67
81.0,39.0,23.0,26.1604054,77.41920515,6.23069018,91.17670086,Kerala,Forest Soil,coconutoil,1411.04
70.0,50.0,21.0,19.51757051,66.94038938,5.98946919,242.61131442,Andhra Pradesh,Red Soil,garlic,13576.91
72.0,47.0,41.0,20.50561809,66.31191686,7.00918006,243.22172892,Andhra Pradesh,Red Soil,maize,2250.43
68.0,49.0,33.0,26.35897392,60.58039915,5.70273097,150.49868136,Punjab,Saline Soil,lentil,2204.19
71.0,53.0,17.0,24.84115645,63.74316873,5.69297296,238.47444916,Uttarakhand,Peaty Soil,spongegourd,2891.8
100.0,51.0,33.0,18.78304518,70.93577559,6.05277074,243.34067664,Gujarat,Alluvial Soil,zizyphus,1894.12
86.0,58.0,40.0,26.9624453,80.8738012,6.8892636,294.61570665,Punjab,Desert Soil,amaranthus,1505.25
69.0,57.0,16.0,19.34535642,57.90228429,6.57808291,110.57874727,Telangana,Saline Soil,pigeonpeas,1695.4
92.0,40.0,41.0,26.01369884,64.31241245,7.43070494,110.54044024,Maharashtra,Coastal Soil,ashgourd,2678.19
88.0,57.0,24.0,26.71816469,63.57956249,6.01549142,102.08009973,Sikkim,Laterite Soil,squash,1451.06
99.0,42.0,24.0,23.5554346,79.72220857,6.34452711,270.71988628,Andhra Pradesh,Alluvial Soil,sweetpotato,1590.55
95.0,59.0,36.0,23.04500655,78.38134576,7.36670463,259.49280652,Sikkim,Desert Soil,mustardoil,2292.2
87.0,53.0,32.0,21.9798053,57.96632424,7.42297485,147.12040677,Maharashtra,Red Soil,wheat,2053.98
71.0,55.0,32.0,25.33079824,81.32682263,6.05107374,89.93150553,Rajasthan,Desert Soil,redgram,2232.71
91.0,45.0,31.0,25.84030977,73.70658541,6.93760924,160.52873636,Rajasthan,Forest Soil,mustardoil,2905.06
84.0,41.0,38.0,26.01532589,63.72419527,5.95194658,279.20801785,Mizoram,Peaty Soil,pineapple,2959.31
63.0,36.0,39.0,18.13332733,66.86542023,5.17344521,138.98418147,Goa,Alluvial Soil,lime,1860.45
68.0,43.0,21.0,25.63751545,59.32307077,5.73102285,108.5318882,Uttarakhand,Red Soil,kidneybeans,1732.66
60.0,47.0,31.0,22.56365889,69.58973583,6.09725198,281.80578488,Jharkhand,Forest Soil,chholia,2125.33
87.0,45.0,38.0,18.98800932,59.33395147,7.63211377,119.13828518,West Bengal,Forest Soil,longmelon,1157.93
65.0,45.0,24.0,24.72008128,78.25502452,5.35231806,87.13441443,Goa,Coastal Soil,garlic,14388.73
88.0,54.0,43.0,23.13285461,77.07163365,5.45814353,132.08472864,Madhya Pradesh,Black Soil,amla,2377.56
85.0,49.0,35.0,26.56705084,70.01540538,5.17173132,248.45886127,Mizoram,Desert Soil,amla,2022.98
99.0,51.0,23.0,21.10234605,71.20826134,6.51747851,244.91085987,Tripura,Laterite Soil,cucumber,1706.26
67.0,48.0,37.0,18.1469166,79.43544766,7.71103701,133.78754193,Bihar,Coastal Soil,betalleaves,1405.88
82.0,47.0,43.0,21.47586769,77.1856587,7.93140914,242.06441674,Karnataka,Alluvial Soil,pomegranate,4344.44
94.0,38.0,16.0,26.35405534,76.51187729,7.99691694,222.32502009,Himachal Pradesh,Red Soil,zizyphus,2317.41
77.0,45.0,22.0,20.69829118,78.79762539,5.12377838,251.52889022,Mizoram,Desert Soil,beans,1928.91
79.0,48.0,38.0,20.08402771,70.43479302,7.74292707,194.63157833,Rajasthan,Laterite Soil,onion,2410.59
72.0,43.0,38.0,24.43270315,55.6673682,6.25284088,160.20729364,Tripura,Alluvial Soil,soyabean,2526.91
67.0,43.0,16.0,22.74013107,55.63158158,6.99495286,99.52660607,Nagaland,Forest Soil,chanadal,2954.24
72.0,35.0,20.0,24.38607395,56.60788846,6.67876707,226.31769635,Tripura,Red Soil,karamani,1663.36
75.0,48.0,29.0,20.05083816,79.99752868,6.85056574,144.56398906,Punjab,Black Soil,colacasia,2187.74
60.0,50.0,34.0,23.2591548,70.01449538,6.79245299,178.57728688,Rajasthan,Forest Soil,whitepumpkin,1191.01
71.0,51.0,26.0,18.46856577,80.24241901,6.73997762,259.45642047,Andhra Pradesh,Desert Soil,turdal,2778.96
71.0,55.0,34.0,26.89002752,74.03805476,6.25896177,198.60116567,Goa,Forest Soil,pumpkin,1342.35
75.0,38.0,34.0,20.21961433,71.85618294,5.04839012,234.81518003,Uttarakhand,Desert Soil,drychillies,1243.33
72.0,50.0,42.0,22.50898991,77.20340963,5.03826669,262.43141626,Assam,Laterite Soil,leafyvegetable,1892.73
71.0,49.0,28.0,19.6985989,68.54948313,6.41384085,121.29755085,Nagaland,Peaty Soil,coconut,2627.5
92.0,41.0,20.0,23.36788733,56.58243699,5.58200087,151.14599725,Nagaland,Forest Soil,kidneybeans,2232.99
76.0,42.0,22.0,19.7086036,62.53615089,6.58825244,77.2058122,Andhra Pradesh,Mountain Soil,linseed,2919.95
62.0,58.0,29.0,25.09296809,75.0180594,7.07100744,188.01385457,Meghalaya,Mountain Soil,cashewnuts,2989.11
69.0,52.0,37.0,25.10713635,69.99318343,5.11301981,153.83207028,Nagaland,Coastal Soil,beetroot,2267.28
63.0,59.0,34.0,20.35223339,67.22764042,5.33004567,157.33660908,Andhra Pradesh,Red Soil,drychillies,2539.21
82.0,49.0,33.0,19.31726685,84.95227615,7.35467815,237.5894123,Gujarat,Alluvial Soil,gingellyoil,1226.36
72.0,50.0,28.0,18.72217002,59.51974335,7.39131106,67.84867719,Bihar,Alluvial Soil,linseed,1423.57
93.0,56.0,43.0,20.64488251,73.95743889,5.14443484,191.38863703,Goa,Black Soil,thinai,2050.43
81.0,53.0,17.0,26.95744856,62.69244681,7.10723449,139.0739025,Jharkhand,Mountain Soil,horsegram,1868.14
64.0,39.0,22.0,19.36469571,68.39184302,6.46616228,146.22929679,Haryana,Desert Soil,spinach,2457.6
80.0,45.0,37.0,19.73651127,71.41279176,5.1713381,123.84897412,Kerala,Desert Soil,coconutseed,1927.13
76.0,59.0,21.0,18.15856666,75.96313674,7.84718188,225.29889061,Manipur,Coastal Soil,tendercoconut,2810.0
78.0,55.0,36.0,21.05430092,67.60611495,7.17119856,287.83671766,Tamil Nadu,Saline Soil,pomegranate,5694.31
65.0,47.0,25.0,24.83752582,61.40605273,6.26672126,156.87639102,Jharkhand,Coastal Soil,groundnutseed,2035.25
95.0,49.0,28.0,22.93875415,66.31362699,5.24537537,76.52339576,Chhattisgarh,Desert Soil,jaggery,1444.46
79.0,46.0,32.0,22.00708642,77.52129365,5.57239739,109.81712123,Punjab,Laterite Soil,plum,2745.45
91.0,52.0,42.0,18.54529264,72.58703811,5.84405558,264.92465223,Rajasthan,Saline Soil,wood,2249.91
83.0,37.0,27.0,23.71775672,73.0159586,7.49332757,299.612236,Punjab,Mountain Soil,corrianderseed,1403.77
71.0,46.0,41.0,21.38520636,57.36778972,5.87877908,176.07869264,Telangana,Mountain Soil,peascod,2064.31
93.0,52.0,24.0,22.53278825,76.18610299,5.11390011,246.34262071,Maharashtra,Laterite Soil,bengalgram,1437.91
64.0,52.0,17.0,20.2097539,68.15222631,6.59519935,90.99444105,Tripura,Saline Soil,cabbage,2861.3
64.0,54.0,43.0,26.99155043,79.87265456,5.83420231,228.10890218,Punjab,Alluvial Soil,turmeric,10874.71
67.0,53.0,23.0,25.78936604,64.49900918,6.58952038,77.88789746,Tripura,Laterite Soil,cowpea,1217.5
71.0,55.0,32.0,21.92703835,82.51777451,6.12649415,191.95114731,Assam,Black Soil,grapes,5793.13
94.0,47.0,30.0,26.99430041,77.47583473,5.35072299,84.4550575,Karnataka,Alluvial Soil,ginger,5519.71
74.0,49.0,23.0,26.90730486,79.3643967,6.89765899,97.97392046,West Bengal,Forest Soil,tamarindfruit,1017.27
89.0,43.0,28.0,25.19486568,68.25838849,6.17249101,78.31792562,Tripura,Red Soil,varagu,1571.4
64.0,53.0,23.0,24.09819826,79.18498612,5.70764751,294.6536178,Maharashtra,Red Soil,coconut,1480.12
62.0,38.0,23.0,25.38962257,84.8232179,5.02181986,277.37294837,Maharashtra,Peaty Soil,cowpea,1868.2
95.0,35.0,27.0,23.41680816,81.5134631,5.25385011,166.52342496,Himachal Pradesh,Peaty Soil,longmelon,1249.88
67.0,35.0,20.0,20.76673979,78.48217118,6.96151299,161.01688241,Andhra Pradesh,Red Soil,hybridcumbu,1363.16
76.0,50.0,40.0,23.42190308,77.85652758,7.36620511,216.52239238,West Bengal,Laterite Soil,suvarnagadde,1478.57
96.0,54.0,29.0,26.24288756,67.22239549,7.45941716,65.04730019,Maharashtra,Alluvial Soil,pear,2092.35
88.0,53.0,19.0,26.43183764,56.7836035,7.3104415,223.80181841,Bihar,Alluvial Soil,mushrooms,1803.88
85.0,59.0,30.0,25.06011472,67.7108727,5.2770863,153.79421914,Arunachal Pradesh,Laterite Soil,coffee,15179.33
78.0,59.0,18.0,22.76541928,71.20379213,5.81543636,257.17579849,Karnataka,Saline Soil,knoolkhol,2592.71
80.0,45.0,39.0,26.87380574,73.42139273,6.69521667,266.79016943,Madhya Pradesh,Black Soil,frenchbeans,2750.49
74.0,41.0,38.0,25.97856912,62.79656871,7.7207013,220.17653925,Assam,Red Soil,pigeonpea,1320.78
71.0,38.0,27.0,23.41912989,67.91034716,7.63635822,169.5052633,Madhya Pradesh,Red Soil,ridgegourd,2378.51
83.0,47.0,41.0,25.42642728,78.70052067,6.0711976,108.86688239,Haryana,Coastal Soil,blackgram,1122.34
89.0,58.0,30.0,26.36950475,66.11035889,6.15204265,141.3156339,Assam,Desert Soil,bottlegourd,2051.21
64.0,37.0,27.0,23.17622485,56.54027667,6.89155116,69.30280229,Uttarakhand,Desert Soil,onion,2987.64
69.0,45.0,24.0,20.66682474,83.90112815,6.4515455,171.97919984,Arunachal Pradesh,Coastal Soil,greenbanana,2836.88
89.0,37.0,29.0,20.16661786,62.88938839,7.97354805,267.45100426,Mizoram,Mountain Soil,raddish,2436.4
89.0,59.0,18.0,25.2573352,68.01905571,6.0135188,273.31976604,Himachal Pradesh,Red Soil,thinai,2118.47
87.0,59.0,21.0,23.51594866,68.82433801,6.81362928,120.22655004,Uttarakhand,Coastal Soil,kinnow,1361.14
63.0,35.0,35.0,23.9876935,74.90300675,5.7180116,78.04502596,Karnataka,Black Soil,banana,5153.85
76.0,57.0,41.0,25.01507175,56.74465352,7.32441066,66.83860402,Rajasthan,Coastal Soil,ladiesfinger,1366.63
83.0,53.0,31.0,26.89161553,65.46372168,7.66038109,88.19522305,Andhra Pradesh,Alluvial Soil,moongdal,2548.63
92.0,39.0,36.0,20.00314671,82.35099107,5.73281853,93.43502715,Punjab,Mountain Soil,turnip,1921.16
98.0,40.0,23.0,23.97055522,82.24209908,5.64514479,228.11603472,Kerala,Peaty Soil,beetroot,1988.69
83.0,38.0,16.0,23.53303917,60.12392903,6.43144008,156.45898881,Tripura,Alluvial Soil,rice,2309.96
93.0,59.0,35.0,24.77399078,65.85173496,7.81438962,156.27714612,Uttar Pradesh,Red Soil,ashgourd,2629.89
91.0,48.0,37.0,24.68493193,75.23084898,7.41079607,229.46397235,Arunachal Pradesh,Coastal Soil,groundnut,1003.89
99.0,41.0,18.0,18.02794562,82.61850839,6.66387014,289.51935734,Uttar Pradesh,Red Soil,methileaves,2513.34
94.0,44.0,19.0,21.32001373,59.95852613,6.34390598,82.83478364,Chhattisgarh,Red Soil,lentil,1918.94
84.0,52.0,44.0,19.10469996,74.77357679,5.22535182,194.85425716,Telangana,Laterite Soil,mungbean,2227.24
63.0,39.0,41.0,22.45432657,70.70233272,6.64436668,80.65465581,Odisha,Red Soil,mushrooms,2423.6
78.0,53.0,24.0,21.89557891,65.02746678,7.06247378,163.52443383,Mizoram,Forest Soil,potato,1406.69
83.0,51.0,34.0,20.54787399,73.9707414,7.47874436,73.11491537,Punjab,Desert Soil,guar,2875.57
60.0,59.0,33.0,19.84595591,63.72703558,5.24699473,171.31658749,Rajasthan,Alluvial Soil,fieldpea,2541.9
78.0,39.0,20.0,19.78381546,82.9447637,7.20406659,204.19539284,Sikkim,Laterite Soil,clusterbeans,1692.16
80.0,53.0,30.0,23.82828332,70.85967031,5.39012595,148.81064758,Arunachal Pradesh,Coastal Soil,coconutoil,1104.69
83.0,42.0,30.0,18.53840023,71.02634082,5.9988899,236.17622922,Madhya Pradesh,Black Soil,lime,1081.59
89.0,57.0,29.0,22.13522397,83.60817193,7.32332151,109.47053716,Uttarakhand,Alluvial Soil,greenbanana,1532.02
61.0,39.0,22.0,18.43348717,81.33059437,6.71795917,160.71079073,Madhya Pradesh,Peaty Soil,fish,1064.04
99.0,56.0,28.0,25.10964112,69.48314294,5.92341422,285.09910665,Manipur,Alluvial Soil,jowar,1270.47
82.0,52.0,31.0,24.18742689,72.87047309,7.13809182,235.68665453,Punjab,Mountain Soil,jaggery,2572.15
70.0,45.0,16.0,21.40842388,61.42047129,5.60055751,246.35760658,Uttar Pradesh,Black Soil,coriander,2875.9
89.0,51.0,22.0,18.10803809,66.37614585,6.15952729,274.06004479,Sikkim,Desert Soil,capsicum,2888.31
91.0,52.0,16.0,25.4839068,55.47410919,6.8731392,190.80444388,Uttarakhand,Laterite Soil,longmelon,1333.41
84.0,52.0,20.0,21.10669767,77.17876401,6.71086552,94.17389002,Sikkim,Laterite Soil,clusterbeans,2164.41
82.0,52.0,18.0,21.09991374,56.96061075,6.01384653,83.8259445,Himachal Pradesh,Forest Soil,elephantyam,2516.49
61.0,44.0,33.0,20.44164149,70.93961103,5.73951963,281.30181824,Goa,Saline Soil,coconutseed,1687.03
98.0,43.0,36.0,20.0256487,63.61476269,5.24326255,169.82374379,Goa,Peaty Soil,horsegram,2167.03
76.0,42.0,41.0,22.64462949,58.87328438,5.46547052,203.19785033,Uttarakhand,Saline Soil,drychillies,1285.48
77.0,48.0,35.0,21.13832315,80.98532577,6.62742589,246.67246303,Madhya Pradesh,Peaty Soil,cumbu,1391.65
61.0,40.0,24.0,23.0822479,67.12166953,5.43775924,99.05106753,Chhattisgarh,Laterite Soil,greenpeas,1474.8
93.0,58.0,21.0,23.81270184,56.6941472,5.71030768,137.12557839,Meghalaya,Peaty Soil,brinjal,1822.47
73.0,59.0,34.0,23.67955303,76.57815936,7.79621511,125.96537859,Goa,Red Soil,snakeguard,1658.25
97.0,37.0,24.0,18.45450776,65.36655905,6.65750783,269.59651196,Punjab,Laterite Soil,bottlegourd,2348.3
83.0,48.0,26.0,21.54909106,59.96161406,5.62227376,107.39111222,Nagaland,Desert Soil,wheat,2680.98
67.0,35.0,37.0,24.11442267,62.08302083,5.08323931,71.33431303,Uttarakhand,Coastal Soil,mango,3044.5
65.0,58.0,36.0,18.50067607,77.74719318,7.86244948,188.82499861,Tamil Nadu,Coastal Soil,spinach,2451.0
68.0,49.0,16.0,25.19267762,58.94400028,7.59354888,204.31798647,Mizoram,Laterite Soil,sweetpumpkin,2752.88
93.0,50.0,39.0,21.67181038,56.81562966,6.56714969,165.21108261,Rajasthan,Laterite Soil,redgram,2994.3
73.0,47.0,40.0,21.98697084,70.15364906,5.98397959,224.12862602,Goa,Saline Soil,betalleaves,1180.22
96.0,48.0,44.0,22.07367431,64.6062785,7.69733766,96.79501516,Tamil Nadu,Laterite Soil,clusterbeans,2264.28
65.0,60.0,44.0,22.96170008,63.02544756,6.7602297,198.10931887,Chhattisgarh,Saline Soil,wheatatta,2229.68
65.0,54.0,33.0,25.06982938,78.70742938,7.33277881,143.10787549,Meghalaya,Alluvial Soil,amphophalus,2754.85
86.0,49.0,43.0,18.39609235,84.55252982,6.48144684,144.74860595,West Bengal,Coastal Soil,betalleaves,2600.21
94.0,50.0,31.0,26.74983446,57.42640261,7.40577426,87.01089039,Karnataka,Coastal Soil,roundgourd,2710.48
82.0,40.0,28.0,21.18818912,58.83968899,5.44242608,102.00878325,Karnataka,Forest Soil,rubber,1425.7
88.0,58.0,26.0,23.93493603,55.68611212,6.94699961,215.64817872,Uttar Pradesh,Red Soil,coffee,24987.19
78.0,42.0,37.0,19.83061131,81.68210092,5.19692402,130.68580984,Odisha,Red Soil,greenonion,1427.32
89.0,53.0,43.0,25.47735412,59.21695959,5.90527868,214.50146566,Rajasthan,Mountain Soil,wood,1205.63
69.0,43.0,20.0,18.04203894,58.22272389,7.7068583,194.56256763,Andhra Pradesh,Alluvial Soil,lemon,2542.4
99.0,53.0,29.0,24.03086069,59.08038175,5.79066681,108.43989228,Kerala,Desert Soil,lemon,1341.83
98.0,51.0,44.0,23.53847486,61.31945029,5.95110287,79.66505105,Kerala,Coastal Soil,beetroot,1086.63
98.0,43.0,23.0,24.83305842,57.12529766,6.17776544,187.70712816,Himachal Pradesh,Peaty Soil,elephantyam,2955.35
63.0,38.0,15.0,18.43852593,63.76592819,5.54128721,187.88013987,Gujarat,Alluvial Soil,ghee,1441.73
84.0,40.0,22.0,23.39222696,66.74234546,7.99380816,278.61422842,Kerala,Forest Soil,ladiesfinger,2372.13
74.0,41.0,36.0,23.07939072,58.05314421,6.01711643,99.0210672,Kerala,Desert Soil,guar,1149.33
96.0,36.0,36.0,23.71681075,67.50085697,5.2664883,279.28380728,Kerala,Coastal Soil,ragi,2658.7
88.0,45.0,44.0,21.46262273,75.32364359,7.12335701,217.99329098,Andhra Pradesh,Black Soil,spinach,2819.95
91.0,48.0,39.0,26.15561122,71.50940537,6.79430945,173.64600802,Jharkhand,Red Soil,arecanut,1627.25
79.0,38.0,19.0,23.55654629,76.93473978,7.80960911,293.79598893,Assam,Desert Soil,orange,5947.04
77.0,47.0,43.0,19.98941832,62.95717091,6.07233308,287.68756835,Maharashtra,Peaty Soil,rajgir,1336.58
71.0,38.0,24.0,26.6732677,82.86399849,5.20165204,69.52715459,Tripura,Coastal Soil,urddal,1555.02
71.0,58.0,33.0,19.11563451,82.79788222,7.6562847,256.68970726,Uttar Pradesh,Red Soil,turnip,1353.79
72.0,45.0,17.0,25.11771226,67.04620586,5.64738671,183.99860407,Bihar,Laterite Soil,pomegranate,4306.7
84.0,57.0,18.0,19.34050668,81.97071101,6.99655863,114.9948655,Assam,Laterite Soil,orange,7688.8
84.0,39.0,38.0,20.44005191,81.71242948,7.85049666,137.75527317,Punjab,Mountain Soil,chickpea,2233.97
86.0,36.0,35.0,21.79446454,60.29387867,5.82060918,289.38874087,Punjab,Saline Soil,blackpepper,13277.58
87.0,47.0,41.0,18.11556703,75.62006427,5.5620036,255.86354671,Bihar,Forest Soil,suratbeans,1911.64
93.0,36.0,18.0,23.81123721,56.03277369,6.10092637,292.46400492,Kerala,Laterite Soil,coconutseed,1496.8
78.0,52.0,19.0,24.4450386,72.82948504,5.07562736,198.88630392,Maharashtra,Red Soil,sweetpumpkin,2379.55
65.0,54.0,21.0,24.55692387,79.144559,7.05355916,147.48974982,Mizoram,Peaty Soil,dusterbeans,1757.65
71.0,46.0,26.0,20.68029003,77.54901819,6.07573606,163.16166405,Manipur,Forest Soil,tomato,2263.68
75.0,48.0,44.0,21.55901837,81.02050157,5.99458234,74.67212038,Uttarakhand,Mountain Soil,greenpeas,2108.07
83.0,55.0,32.0,22.96489175,61.8187366,7.85683648,96.66531756,Haryana,Laterite Soil,moongdal,1663.32
90.0,37.0,31.0,18.91246185,72.86297183,5.47200048,278.76084367,Arunachal Pradesh,Alluvial Soil,cauliflower,1001.94
82.0,42.0,43.0,22.84547155,56.1672514,5.17423495,80.91267663,Meghalaya,Red Soil,corrianderseed,1886.42
75.0,38.0,39.0,24.69221419,78.74421088,5.26971517,156.7452232,Tamil Nadu,Red Soil,coriander,1720.53
87.0,50.0,20.0,23.28007678,71.55042607,6.47482983,252.54949177,Assam,Forest Soil,ashgourd,1200.52
71.0,43.0,35.0,24.94388169,66.54036054,5.22196721,241.60070581,Himachal Pradesh,Peaty Soil,wheatatta,3304.58
83.0,38.0,41.0,26.83597777,57.21775921,6.63778745,191.19414958,Sikkim,Peaty Soil,amla,2607.33
86.0,42.0,22.0,25.09293329,74.29970616,6.8896342,139.56543804,Uttarakhand,Mountain Soil,moongdal,1904.13
67.0,43.0,32.0,19.4782128,57.40619421,5.54983756,273.48971796,Nagaland,Desert Soil,tamarindfruit,2117.04
89.0,49.0,28.0,18.92144066,67.62968665,6.28495017,80.19476306,Jharkhand,Alluvial Soil,tendercoconut,1966.87
77.0,50.0,23.0,21.74769365,67.85328679,6.40266756,66.54713226,Nagaland,Forest Soil,amla,1195.75
71.0,57.0,41.0,18.23820894,68.77965105,5.90157366,79.89594199,Sikkim,Red Soil,ginger,11133.13
64.0,41.0,17.0,25.54580652,58.46085941,7.9387106,220.86088639,Punjab,Red Soil,lime,2900.62
90.0,42.0,28.0,26.77353039,75.98918858,5.2983684,168.96465012,Manipur,Desert Soil,apple,6072.44
76.0,52.0,39.0,23.25054024,76.61423062,6.19017411,299.83265048,Chhattisgarh,Laterite Soil,moongdal,2502.99
86.0,45.0,23.0,21.18264941,62.05059216,6.2892985,216.28365079,Chhattisgarh,Forest Soil,sugar,2653.75
87.0,45.0,29.0,20.95997288,68.10865631,5.3684761,259.47014767,Gujarat,Peaty Soil,moongdal,2896.49
92.0,49.0,28.0,22.06747778,83.81794619,5.80368472,295.52036302,Madhya Pradesh,Peaty Soil,leafyvegetable,2991.24
84.0,53.0,23.0,24.18866441,76.53344437,7.55658927,104.80542161,Nagaland,Laterite Soil,lentil,1845.43
87.0,42.0,21.0,24.94520018,55.88206872,6.31038477,93.93010693,West Bengal,Mountain Soil,kinnow,1725.97
77.0,47.0,39.0,20.99935104,74.5846218,7.82026975,76.02343253,West Bengal,Mountain Soil,spongegourd,1622.82
72.0,36.0,29.0,22.3623902,64.26071889,6.53789175,191.2066082,Assam,Peaty Soil,ghee,1429.85
